e,accel_x,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38
e,accel_x,-2328.0,-1625.0,-1218.0,-805.0,-1040.0,-1452.0,-2632.0,-2892.0,-4466.0,-3264.0,-3427.0,-4498.0,-4432.0,-2779.0,-3191.0,-3606.0,-3756.0,-4089.0,-4254.0,-4426.0,-4068.0,-3386.0,-2719.0,-2319.0,-2278.0,-2881.0,-2926.0,-2767.0,-2064.0,-2236.0,-2830.0,-2322.0,-1214.0,-490.0,-790.0,-685.0,-804.0,-1286.0,-1356.0
