,0,1,2,3,4,5,6,7,8,9
0,0.9999999999999996,0.4076514172261682,0.6652206810404966,0.26956391836896787,0.4950038904090772,0.36379515646667004,0.3751487017500772,0.8491204050400263,0.5220610232480868,0.5176126119561485
1,0.4076514172261682,1.0,0.32960122703485417,0.2681053778253297,0.34570872425372795,0.23785978324782628,0.21372034091856307,0.37662446735578575,0.7498153389972856,0.3585140028730895
2,0.6652206810404966,0.32960122703485417,1.0,0.24748955300219022,0.3692828220945693,0.3882759422710206,0.3462699980326717,0.5519714221422506,0.5156579336054945,0.5861524893712774
3,0.26956391836896787,0.2681053778253297,0.24748955300219022,0.9999999999999998,0.321491799900277,0.8226874146405534,0.6976530490547522,0.24338778142911477,0.28753785223703077,0.1821666941830288
4,0.4950038904090772,0.34570872425372795,0.3692828220945693,0.321491799900277,0.9999999999999997,0.45420072887387086,0.5139744703957061,0.46289717947933995,0.3564128191423043,0.43201930029983254
5,0.36379515646667004,0.23785978324782628,0.3882759422710206,0.8226874146405534,0.45420072887387086,0.9999999999999998,0.8903257906580005,0.3804751964783921,0.2634036983843054,0.22414662507692135
6,0.3751487017500772,0.21372034091856307,0.3462699980326717,0.6976530490547522,0.5139744703957061,0.8903257906580005,1.0,0.3790363317446335,0.22636924596703345,0.3306580419253424
7,0.8491204050400263,0.37662446735578575,0.5519714221422506,0.24338778142911477,0.46289717947933995,0.3804751964783921,0.3790363317446335,0.9999999999999997,0.4658802766079074,0.49750525603420426
8,0.5220610232480868,0.7498153389972856,0.5156579336054945,0.28753785223703077,0.3564128191423043,0.2634036983843054,0.22636924596703345,0.4658802766079074,1.0,0.3111961900180041
9,0.5176126119561485,0.3585140028730895,0.5861524893712774,0.1821666941830288,0.43201930029983254,0.22414662507692135,0.3306580419253424,0.49750525603420426,0.3111961900180041,1.0000000000000002
