,0,1,2,3,4,5,6,7,8,9
0,1.0000000000000007,0.44526720782489304,0.9476535276309171,0.369856026946538,0.5364053551499238,0.3344326031791227,0.2755331357290075,0.6784818833109866,0.605371940265973,0.7018440158360804
1,0.44526720782489304,1.0,0.46020716379562737,0.37650911744610976,0.15909902576697318,0.3407617939113893,0.3061477721608318,0.3998905862534463,0.8025691361206143,0.7101213326226757
2,0.9476535276309171,0.46020716379562737,1.0,0.35812737472177786,0.3876494664558915,0.36995937614203644,0.3160772055341964,0.5351567004755959,0.5449504554781905,0.5899583438325346
3,0.369856026946538,0.37650911744610976,0.35812737472177786,1.0000000000000009,0.41357621147089807,0.5591943724412411,0.8134184886736731,0.38025160375455375,0.36241111401996373,0.35321298334681583
4,0.5364053551499238,0.15909902576697318,0.3876494664558915,0.41357621147089807,0.9999999999999999,0.48603300396043475,0.3101410270114588,0.8257249661282714,0.5205972422447371,0.6444022325288262
5,0.3344326031791227,0.3407617939113893,0.36995937614203644,0.5591943724412411,0.48603300396043475,1.0000000000000004,0.5565075014615943,0.3871497292786704,0.2701908677630048,0.3174198089904328
6,0.2755331357290075,0.3061477721608318,0.3160772055341964,0.8134184886736731,0.3101410270114588,0.5565075014615943,0.9999999999999998,0.29271997028291635,0.2369143702171094,0.2419101206921128
7,0.6784818833109866,0.3998905862534463,0.5351567004755959,0.38025160375455375,0.8257249661282714,0.3871497292786704,0.29271997028291635,0.9999999999999999,0.5415303167903829,0.7267096066088109
8,0.605371940265973,0.8025691361206143,0.5449504554781905,0.36241111401996373,0.5205972422447371,0.2701908677630048,0.2369143702171094,0.5415303167903829,1.0,0.9413231726128549
9,0.7018440158360804,0.7101213326226757,0.5899583438325346,0.35321298334681583,0.6444022325288262,0.3174198089904328,0.2419101206921128,0.7267096066088109,0.9413231726128549,1.0000000000000002
