,K1,K2,K3,e,r,z
K1,0.6094961754282997,0.168403129422909,0.21251471608691902,0.17066531885213165,0.37300674944406054,0.1426696359568571
K2,0.2956835837073796,0.6093355189170189,0.08740641146913312,0.13566171341548053,0.13703211580454894,0.112968663455122
K3,0.4404443560957303,0.48240414249540875,0.7404574977556234,0.14431894545660112,0.29973723652566586,0.112473756520095
e,0.17295458510691541,0.09741123636034812,0.14111359668173024,0.7132553525667351,0.2637510562052784,0.4756117543893118
r,0.1734169790878679,0.1999374978327504,0.2906183910371339,0.23501800935864436,1.0000000000000002,0.0
z,0.16163407551253633,0.0801532332539693,0.1113151571331537,0.4492739171993286,0.49643434800200187,0.9999999999999998
