7.056496508206848000e+18,-9.814970252004787200e+16,3.981752008777590784e+18,1.525837274040153344e+18,-1.885230052612902080e+17,4.515961999468602240e+17,7.705366581841657856e+18,9.833113633334990000e+14,-2.068175926726388480e+17,1.078878338951683840e+18,6.945204285839929344e+18,-2.083696450752347840e+17,7.742240079659809792e+18,2.750679104657430528e+18,6.947282487386414080e+18,6.991892094478857216e+18,-8.711838455875726400e+16,5.811224737306962944e+18,-2.942026706832996000e+16,-1.554212609347032320e+17,-1.988070531559333760e+17,3.969101917392309760e+18,4.628565645657469952e+18,1.186046349244080896e+18,5.880068142726761472e+18,-1.968560839761760960e+17,-1.483506231120096320e+17,-1.623295408544787840e+17,-4.999607038936378400e+16,-1.262851934047529920e+17,6.660416524034853888e+18,8.831758312399110400e+17,-1.863798011325048320e+17,6.254554717556153344e+18,6.179297267051450368e+18,-1.728617111032236480e+17
0.000000000000000000e+00,1.472956640850081792e+18,-5.996267798162755200e+16,-2.183620337686456800e+16,2.725117099217692672e+18,-4.679251101011528000e+15,-1.098575351254225600e+17,2.541783058820360000e+17,2.991864105372114944e+18,-5.441533658751243200e+16,-9.489551684857008000e+16,2.948920649595043840e+18,-1.116231507643884000e+17,-9.906396199231547200e+16,-9.743660517476104000e+16,-9.906412544464536000e+16,1.342619065527088896e+18,-8.210716349805024000e+16,1.418591014353593760e+17,2.321688561837252608e+18,2.866857838986245120e+18,-5.958789754618080000e+16,-8.242627244810652800e+16,-1.612869448707100800e+16,-7.924684373760208000e+16,1.158313666772548352e+18,2.158167060107951872e+18,4.852554283114192640e+17,7.546988371583339520e+17,7.579514461102373120e+17,-9.114919995232308800e+16,-1.208648964574496800e+16,1.384502909024939520e+18,-8.862355955204974400e+16,-8.635471158592571200e+16,2.082408080225129728e+18
0.000000000000000000e+00,0.000000000000000000e+00,2.320490735409602048e+18,8.673415998494958080e+17,-1.129223392634703520e+17,2.577954676275035520e+17,4.345598427730290176e+18,5.889881673489880000e+14,-1.260504490064596000e+17,6.363704657812330240e+17,3.920965020315193344e+18,-1.270222756314607520e+17,4.363829608710458880e+18,1.624669918866093312e+18,3.919560727333640192e+18,3.943620420008165376e+18,-5.218255333663217600e+16,3.382196709151191552e+18,-1.797374780622912000e+16,-9.309491078661792000e+16,-1.214573554762489920e+17,2.239876603471654656e+18,2.690314503250100224e+18,6.718120198369740800e+17,3.320208693702917120e+18,-1.179137234207903040e+17,-8.885970903011760000e+16,-9.723286269199259200e+16,-2.994686624331740800e+16,-7.564286084788299200e+16,3.759840473645933056e+18,5.020735940299654400e+17,-1.116385934235069920e+17,3.528790077761702912e+18,3.485888057477555712e+18,-1.056065464499858880e+17
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,4.037351965611492480e+17,-3.738522727845419200e+16,1.079524260608029760e+17,1.906066440590878208e+18,1.949964607913970000e+14,-4.173155387493935200e+16,2.635768161195551360e+17,1.704784540324667392e+18,-4.205329676025233600e+16,1.863952765043016960e+18,6.627322168007123200e+17,1.718479302952872960e+18,1.553538677935713280e+18,-1.727609106563329600e+16,1.259034124677358336e+18,-6.117284188608144000e+15,-3.082095554277102800e+16,-4.104750827740183200e+16,1.055471831660819712e+18,1.045720081816209408e+18,3.144824729770435840e+17,1.335871076721654528e+18,-3.903772608757022400e+16,-2.941880623139830400e+16,-3.219090832145729600e+16,-9.914516543725752000e+15,-2.504310097749989600e+16,1.720091915068151808e+18,2.170543345638403520e+17,-3.696021722014480000e+16,1.353898674492802048e+18,1.484499770222930176e+18,-3.657824245081955200e+16
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,7.154685723847836672e+18,-8.011230839222548000e+15,-2.118853109786455680e+17,5.197458107823971200e+17,7.729135440761856000e+18,-1.008580708485774240e+17,-1.880786592837369600e+17,5.462939679451134976e+18,-2.139791427472460160e+17,-1.941178514271453760e+17,-1.930744026852103040e+17,-1.872693014415129600e+17,2.637384746289431552e+18,-1.627327163721177600e+17,2.554860508427662400e+17,5.651823989292537856e+18,5.990587656346330112e+18,-1.071736638596352640e+17,-1.595016426086920320e+17,-2.761354154370772800e+16,-1.570636908635014400e+17,2.088532861725826304e+18,5.420467202704005120e+18,8.732419892876335360e+17,1.962147895133785344e+18,1.366757843602235904e+18,-1.767267034654359680e+17,-2.069298195324558800e+16,2.492408783431286784e+18,-1.656026323603865920e+17,-1.674823912810209280e+17,3.814769056741104640e+18
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,3.210301233349014800e+16,5.403346089166892800e+17,4.268981070632000000e+13,-8.942599409159321000e+15,8.247984020940750400e+16,4.834328972798725120e+17,-9.011545265925728000e+15,5.416344511537452160e+17,2.097987321570495680e+17,4.879274118967447040e+17,4.588576543745559680e+17,-3.702070673406945000e+15,3.726145731185144320e+17,-1.310864726835824000e+15,-6.604581742929659000e+15,-8.796016184036459000e+15,2.781483802395776000e+17,3.152298742475614720e+17,8.369123166329523200e+16,3.931908271717144960e+17,-8.365342620401917000e+15,-6.304117024050242000e+15,-6.898147109461887000e+15,-2.124568619029192000e+15,-5.366452940526487000e+15,4.651596005583040640e+17,6.249362972354296800e+16,-7.920155996725329000e+15,4.010390422055309440e+17,4.318055435343787520e+17,-7.838303129307108000e+15
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,9.785440858358439936e+18,1.105166097474339000e+15,-2.314879247540146240e+17,1.171298924502355968e+18,8.768130584921184256e+18,-2.332251144444250560e+17,9.567175572060604416e+18,2.986538696916975104e+18,8.814209856777875456e+18,7.882745931799079936e+18,-9.791434195845467200e+16,6.341299696077164544e+18,-3.292967721627278000e+16,-1.746815045739391360e+17,-2.225218443305889280e+17,5.024469510278777856e+18,5.034329957675681792e+18,1.494572391447639296e+18,6.815474774360223744e+18,-2.212510484517245440e+17,-1.667346532503970880e+17,-1.824458781425676480e+17,-5.619172528826522400e+16,-1.419348128865138400e+17,8.414005467594240000e+18,1.096352965047093504e+18,-2.094765149132051200e+17,6.829334772242426880e+18,7.611869539987014656e+18,-1.934816001656667840e+17
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,4.948999392582776000e+16,5.704749296350074880e+17,5.260625195946050000e+14,9.948066067936930000e+14,5.127152811469902080e+17,1.116087250402704000e+15,1.012493349921095000e+15,1.007050857618478000e+15,9.767722080164440000e+14,2.409203223063587840e+17,8.801804144867090000e+14,2.974688394638910400e+16,4.418010504880539520e+17,5.211996487207319040e+17,5.590038275551670000e+14,8.319397276216120000e+14,1.440286247515320000e+14,8.249759089833900000e+14,2.402725733838246080e+17,4.087095084237690240e+17,1.057283264037752800e+17,1.409331177235510080e+17,1.572305683072950400e+17,9.217833944519390000e+14,1.079318901567470000e+14,2.835554435237491520e+17,8.637616930210480000e+14,8.735662699448320000e+14,4.000199425459891200e+17
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.008256934842899046e+19,-1.125836145381832160e+17,-1.999604873589741440e+17,5.998183788491820032e+18,-2.352083677778892160e+17,-2.087440879984288000e+17,-2.053149790884219520e+17,-2.087444324194154560e+17,2.888893716259106816e+18,-1.730133200594975680e+17,2.869391370608793280e+17,6.118745522250520576e+18,6.535084586316798976e+18,-1.196334448904262560e+17,-1.736857351881879040e+17,-3.082383284782755600e+16,-1.669861551069696960e+17,2.344442534171820544e+18,5.857364717530779648e+18,9.809289893026616320e+17,2.209539362984646144e+18,1.534257059888609024e+18,-1.920663804796142720e+17,-2.309870379503340000e+16,2.793202884071761408e+18,-1.848552403521725760e+17,-1.819636036338796800e+17,4.227652372003102208e+18
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,5.526672859509031680e+17,1.058856565775837568e+18,-1.134516142558317120e+17,1.203979208768110336e+18,1.061753370193720064e+18,1.069935913099337728e+18,1.060486501113444608e+18,-4.660753306930717600e+16,9.340931522982945280e+17,-1.631093822918804000e+16,-8.314894261844348800e+16,-1.102209424551429120e+17,6.062687175911147520e+17,9.101577926656075520e+17,2.058086220320833600e+17,9.038123056479319040e+17,-1.053161911838005600e+17,-7.936621652898043200e+16,-8.684480872573811200e+16,-2.674743701699468000e+16,-6.756141493654710400e+16,1.031357040980058496e+18,1.496549338207976000e+17,-9.971147638619652800e+16,9.641370590810138880e+17,9.420041584572925440e+17,-9.583654306903204800e+16
