,K1,K2,K3,e,r,z
K1,0.551799612885195,0.23181489420410203,0.2321981804023891,0.12636885435048503,0.08206006959572015,0.06844103076800465
K2,0.3786120592564464,0.6722603539152394,0.15608169095188004,0.13080380389267618,0.11232641499509502,0.1513191486430182
K3,0.41081155231043376,0.629533198328496,0.7466081413782747,0.13433271146898507,0.07862417920504311,0.05800797735175384
e,0.2830551102301222,0.15107709203349334,0.14088523819571094,0.6832368759694862,0.3685703967243434,0.3383430450622138
r,0.27504815875539856,0.08713974766441854,0.08120456655019517,0.35656568886576623,1.0000000000000002,0.0
z,0.29331155613006465,0.10093748417080793,0.06237942744245692,0.3618207966185482,0.7909280124671318,0.9999999999999997
