,K1,K2,K3,e,r,z
K1,0.7296326384031208,0.19494753894629435,0.2156410055534916,0.23473256643221113,0.25676374054495665,0.23668856644307604
K2,0.3659321595663285,0.5875221518462128,0.12247000245327755,0.09737453512802491,0.12066492917818743,0.06670908337297346
K3,0.6082489804927705,0.5378348649946298,0.7230943237523245,0.16453811066080812,0.20270558404928207,0.17065177129891826
e,0.194509109828981,0.1540362977676794,0.18449189350793754,0.6889085178050609,0.33379349088685684,0.4515893703471322
r,0.21407458700829832,0.20510309453403264,0.23462985116391097,0.4017246512473117,1.0,0.0
z,0.19367521097775658,0.15272470610581795,0.18793994086093996,0.37131926627151235,0.6468623204410595,1.0000000000000002
